"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","row_id","vi","r_regt","yi_zr","se_zr","vi_zr"
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Innovation (Curve trap)","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.157754010695187,1.66533453693773e-16,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es145","figure","3","1","paper29_study30_es145_1",NA,NA,NA,NA,NA,NA,"",NA,33,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.182574185835055,0.0333333333333333
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Reversal Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.564171122994653,0.371657754010695,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es146","figure","3","1","paper29_study30_es146_1",0.239733198183855,NA,NA,NA,NA,NA,"",26.5562701695745,33,0.19405125724916,NA,-0.135012999534577,0.554478189826564,0.244491022998539,-0.135842452364532,0.62482449836161,"r",NA,0.0376558904399797,NA,0.244491022998539,0.182574185835055,0.0333333333333333
"Forss et al","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis",2016,"Scientific Reports","Zurich, Switzerland","Mammalia","Primates","Multiple","Primates","Mammalia","Innovation (Tube trap)","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",33,2,"Inter_individual_level",NA,"no",19,14,NA,NA,NA,NA,NA,NA,0.568,0.0986666666666668,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper29","study30","es147","figure","3","1","paper29_study30_es147_1",0.617802502738488,NA,NA,NA,NA,NA,"",11.4179575684881,33,0.295941443373201,NA,0.140473624076707,0.862103120894794,0.721443272021063,0.141408701476789,1.30147784256534,"r",NA,0.0875813379058137,NA,0.721443272021063,0.182574185835055,0.0333333333333333
"Kelly","Counting on your friends: The role of social environment on quantity discrimination",2016,"Behavioural Processes","New York, USA","Aves","Passeriformes","Multiple","Other","Aves","Quantity Discrimination","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Wild","proportion",66,2,"Inter_individual_level",NA,"no",57,9,NA,NA,NA,NA,NA,NA,0.519662921348314,0.612359550561798,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper36","study37","es182","figure","13","2a","paper36_study37_es182_2a",-0.110528959390187,NA,NA,NA,NA,NA,"",49.9769842460074,66,0.141453916670229,NA,-0.36983070618689,0.164746947019984,-0.110982385571793,-0.388226967717572,0.166262196573986,"r",NA,0.0200092105413481,NA,-0.110982385571793,0.125988157669742,0.0158730158730159
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",18,2,"Inter_individual_level",NA,"no",8,10,NA,NA,NA,NA,NA,NA,0.750599520383693,0.800959232613909,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,3,"paper39","study40","es187","figure","760","2","paper39_study40_es187_2",-0.0785690346361403,NA,NA,NA,NA,NA,"",11.315328470816,18,0.297280496215783,NA,-0.579287956531562,0.465200521579837,-0.0787313074211038,-0.661390373310233,0.503927758468026,"r",NA,0.088375693430302,NA,-0.0787313074211038,0.258198889747161,0.0666666666666667
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",12,2,"Inter_individual_level",NA,"no",8,4,NA,NA,NA,NA,NA,NA,0.748201438848921,0.501199040767386,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es188","figure","760","2","paper39_study40_es188_2",0.274555660262034,NA,NA,NA,NA,NA,"",9.88264396098042,12,0.318099821404092,NA,-0.328976332313062,0.718843844646463,0.281784272790127,-0.341679920650516,0.90524846623077,"r",NA,0.101187496377315,NA,0.281784272790127,0.333333333333333,0.111111111111111
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",11,2,"Inter_individual_level",NA,"no",8,3,NA,NA,NA,NA,NA,NA,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es189","figure","760","2","paper39_study40_es189_2",NA,NA,NA,NA,NA,NA,"",NA,11,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.353553390593274,0.125
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",14,2,"Inter_individual_level",NA,"no",10,4,NA,NA,NA,NA,NA,NA,0.801435406698565,0.504784688995215,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es190","figure","760","2","paper39_study40_es190_2",0.326370668197159,NA,NA,NA,NA,NA,"",10.9202177569924,14,0.302610749151338,NA,-0.248998976411498,0.731463166228557,0.338760831737191,-0.254345337934117,0.931867001408498,"r",NA,0.0915732655019342,NA,0.338760831737191,0.301511344577764,0.0909090909090909
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",13,2,"Inter_individual_level",NA,"no",10,3,NA,NA,NA,NA,NA,NA,0.803357314148681,1,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es191","figure","760","2","paper39_study40_es191_2",NA,NA,NA,NA,NA,NA,"",NA,13,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.316227766016838,0.1
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",18,2,"Inter_individual_level",NA,"no",8,10,NA,NA,NA,NA,NA,NA,0.748803827751196,0.799043062200957,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,3,"paper39","study40","es192","figure","760","2","paper39_study40_es192_2",-0.0785690346361403,NA,NA,NA,NA,NA,"",11.315328470816,18,0.297280496215783,NA,-0.579287956531562,0.465200521579837,-0.0787313074211038,-0.661390373310233,0.503927758468026,"r",NA,0.088375693430302,NA,-0.0787313074211038,0.258198889747161,0.0666666666666667
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",12,2,"Inter_individual_level",NA,"no",8,4,NA,NA,NA,NA,NA,NA,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es193","figure","760","2","paper39_study40_es193_2",NA,NA,NA,NA,NA,NA,"",NA,12,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.333333333333333,0.111111111111111
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",11,2,"Inter_individual_level",NA,"no",8,3,NA,NA,NA,NA,NA,NA,0.752997601918465,1,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es194","figure","760","2","paper39_study40_es194_2",NA,NA,NA,NA,NA,NA,"",NA,11,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.353553390593274,0.125
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",14,2,"Inter_individual_level",NA,"no",10,4,NA,NA,NA,NA,NA,NA,0.801435406698564,0.997607655502392,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es195","figure","760","2","paper39_study40_es195_2",NA,NA,NA,NA,NA,NA,"",NA,14,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.301511344577764,0.0909090909090909
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",13,2,"Inter_individual_level",NA,"no",10,3,NA,NA,NA,NA,NA,NA,0.797136038186158,0.997613365155131,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es196","figure","760","2","paper39_study40_es196_2",NA,NA,NA,NA,NA,NA,"",NA,13,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,0.316227766016838,0.1
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",18,2,"Inter_individual_level",NA,"no",8,10,NA,NA,NA,NA,NA,NA,0.630695443645084,0.803357314148681,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,3,"paper39","study40","es197","figure","760","2","paper39_study40_es197_2",-0.233226988561723,NA,NA,NA,NA,NA,"",12.5027044099027,18,0.282812120533218,NA,-0.659484574228852,0.306521985106954,-0.237599383277353,-0.79190095391386,0.316702187359154,"r",NA,0.0799826955204952,NA,-0.237599383277353,0.258198889747161,0.0666666666666667
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",12,2,"Inter_individual_level",NA,"no",8,4,NA,NA,NA,NA,NA,NA,0.631578947368421,0.248803827751196,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es198","figure","760","2","paper39_study40_es198_2",0.385892016222531,NA,NA,NA,NA,NA,"",8.93093210801823,12,0.334619777455462,NA,-0.243864118487339,0.786735804373657,0.406964242156484,-0.248878470171029,1.062806954484,"r",NA,0.111970395464343,NA,0.406964242156484,0.333333333333333,0.111111111111111
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",11,2,"Inter_individual_level",NA,"no",8,3,NA,NA,NA,NA,NA,NA,0.629186602870813,0.667464114832536,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es199","figure","760","2","paper39_study40_es199_2",-0.0447225911156524,NA,NA,NA,NA,NA,"",9.1572550036326,11,0.330458818580466,NA,-0.599547101224889,0.53913471181576,-0.0447524436517653,-0.692439826443135,0.602934939139604,"r",NA,0.109203030777598,NA,-0.0447524436517653,0.353553390593274,0.125
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",14,2,"Inter_individual_level",NA,"no",10,4,NA,NA,NA,NA,NA,NA,0.801435406698564,0.246411483253588,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es200","figure","760","2","paper39_study40_es200_2",0.526265888363672,NA,NA,NA,NA,NA,"",9.23167005367453,14,0.329124235217118,NA,-0.060032764577336,0.842590421836128,0.584966608522941,-0.0601050389418984,1.23003825598778,"r",NA,0.108322762207253,NA,0.584966608522941,0.301511344577764,0.0909090909090909
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",13,2,"Inter_individual_level",NA,"no",10,3,NA,NA,NA,NA,NA,NA,0.800959232613909,0.669064748201439,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es201","figure","760","2","paper39_study40_es201_2",0.158962920518544,NA,NA,NA,NA,NA,"",9.72137591521099,13,0.320727450055894,NA,-0.436818007807763,0.657806315029111,0.160322550712417,-0.468291700250505,0.788936801675338,"r",NA,0.102866097219356,NA,0.160322550712417,0.316227766016838,0.1
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",18,2,"Inter_individual_level",NA,"no",8,10,NA,NA,NA,NA,NA,NA,0.87799043062201,0.698564593301435,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,3,"paper39","study40","es202","figure","760","2","paper39_study40_es202_2",0.288202652033377,NA,NA,NA,NA,NA,"",9.22950837561421,18,0.32916277567647,NA,-0.335082052287068,0.736026251519495,0.296604992783262,-0.348542192593857,0.94175217816038,"r",NA,0.108348132891038,NA,0.296604992783262,0.258198889747161,0.0666666666666667
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",12,2,"Inter_individual_level",NA,"no",8,4,NA,NA,NA,NA,NA,NA,0.878281622911694,0.248210023866348,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es203","figure","760","2","paper39_study40_es203_2",0.620510806409208,NA,NA,NA,NA,NA,"",6.97870266604452,12,0.378540762324857,NA,-0.0160895871848242,0.899149584334731,0.725835285040233,-0.0160909757968227,1.46776154587729,"r",NA,0.143293108741484,NA,0.725835285040233,0.333333333333333,0.111111111111111
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",11,2,"Inter_individual_level",NA,"no",8,3,NA,NA,NA,NA,NA,NA,0.87799043062201,0.330143540669856,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es204","figure","760","2","paper39_study40_es204_2",0.543805706194491,NA,NA,NA,NA,NA,"",7.27594213792994,11,0.370727994371594,NA,-0.116538061884354,0.870746122956085,0.609543541517933,-0.117069975511159,1.33615705854703,"r",NA,0.137439245810785,NA,0.609543541517933,0.353553390593274,0.125
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",14,2,"Inter_individual_level",NA,"no",10,4,NA,NA,NA,NA,NA,NA,0.698564593301435,0.251196172248804,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es205","figure","760","2","paper39_study40_es205_2",0.436134804620303,NA,NA,NA,NA,NA,"",9.90861660414118,14,0.317682643373897,NA,-0.153964648046685,0.796912539962834,0.467447706320414,-0.155198833205907,1.09009424584673,"r",NA,0.100922261901027,NA,0.467447706320414,0.301511344577764,0.0909090909090909
"Krasheninnikova et al","Means-end comprehension in four parrot species: explained by social complexity",2013,"Animal Cognition","Hamburg, Germany","Aves","Psittaciformes","Multiple","Other","Aves","Innovation","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",13,2,"Inter_individual_level",NA,"no",10,3,NA,NA,NA,NA,NA,NA,0.700956937799043,0.332535885167464,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,2,"paper39","study40","es206","figure","760","2","paper39_study40_es206_2",0.336908391841762,NA,NA,NA,NA,NA,"",10.3781060293082,13,0.310413748496988,NA,-0.252235540406048,0.743830804734592,0.350600952117072,-0.257798815243098,0.959000719477243,"r",NA,0.0963566952559512,NA,0.350600952117072,0.316227766016838,0.1
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",99,6,"Inter_individual_level",NA,"no",59,40,NA,NA,NA,NA,NA,NA,0.474576271186441,0.825,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es459","text","219",NA,NA,-0.408112408735324,NA,NA,NA,NA,NA,"",57.6605891489666,99,0.131692324133344,NA,-0.598916884924714,-0.173460286931181,-0.433344316023347,-0.691456528365076,-0.175232103681619,"r",NA,0.0173428682356417,NA,-0.433344316023347,0.102062072615966,0.0104166666666667
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",32,2,"Inter_individual_level",NA,"no",16,16,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es463","text","221",NA,NA,0,NA,NA,NA,NA,NA,"",17.0381071517702,32,0.242264247605863,NA,-0.442092948668926,0.442092948668926,0,-0.474829200049186,0.474829200049186,"r",NA,0.0586919656680351,NA,0,0.185695338177052,0.0344827586206897
"Stanbrook et al","Learning Performance Is Influenced by the Social Environment in Cichlid Fishes",2020,"Canadian Journal of Experimental Psychology","Manchester, UK","Actinopterygii","Cichliformes","Multiple","Other","Other","Associative Learning","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","proportion",31,2,"Inter_individual_level",NA,"no",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper87","study89","es464","figure","222","3d","paper87_study89_es464_3d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,0.188982236504614,0.0357142857142857
"Borrego & Gaines","Social carnivores outperform asocial carnivores on an innovative problem",2016,"Animal Behaviour","Florida, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Innovation","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","r",48,4,"Inter_individual_level",0.3651,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper13","study14","es68","text","23",NA,NA,0.3651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0159823902014885,NA,0.382757729416264,0.149071198499986,0.0222222222222222
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Absolute Number Neurons","Mean Group Size","Neuroanatomy","brain region absolute","Groupsize","Inter","Mixed","r",33,11,"Inter_individual_level",-0.733302448835314,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es253","figure","6","5e","paper42_study43_es253_5e",-0.733302448835314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00667785183405796,NA,-0.935834274300953,0.182574185835055,0.0333333333333333
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Absolute Number Neurons","Maximum Group Size","Neuroanatomy","brain region absolute","Groupsize","Inter","Mixed","r",33,11,"Inter_individual_level",-0.723527152790214,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es254","figure","6","5b","paper42_study43_es254_5b",-0.723527152790214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00709563473955017,NA,-0.915007762956468,0.182574185835055,0.0333333333333333
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Number Cortical Neurons","Mean Group Size","Neuroanatomy","brain region absolute","Groupsize","Inter","Mixed","r",33,11,"Inter_individual_level",-0.775792284218877,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es255","figure","6","5f","paper42_study43_es255_5f",-0.775792284218877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00495376567134875,NA,-1.03471451742912,0.182574185835055,0.0333333333333333
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Number Cortical Neurons","Maximum Group Size","Neuroanatomy","brain region absolute","Groupsize","Inter","Mixed","r",33,11,"Inter_individual_level",-0.778502968157829,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es256","figure","6","5c","paper42_study43_es256_5c",-0.778502968157829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00484947843076609,NA,-1.04155903558179,0.182574185835055,0.0333333333333333
"Sakai et al","Brain Size and Social Complexity: A Computed Tomography Study in Hyaenidae",2011,"Brain, Behavior and Evolution","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Relative Brain Size","Group Size","Neuroanatomy","brain size relative","Groupsize","Inter","Unknown","r",56,4,"Inter_individual_level",0.835,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper75","study77","es398","figure","99","8",NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001666776375,NA,1.20442714329404,0.137360563948689,0.0188679245283019
"Sakai et al","Brain Size and Social Complexity: A Computed Tomography Study in Hyaenidae",2011,"Brain, Behavior and Evolution","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Anterior Cerebrum","Group Size","Neuroanatomy","brain region relative","Groupsize","Inter","Unknown","r",56,4,"Inter_individual_level",0.797,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper75","study77","es399","figure","99","8",NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00241949952147273,NA,1.09033395387089,0.137360563948689,0.0188679245283019
"Sakai et al","Brain Size and Social Complexity: A Computed Tomography Study in Hyaenidae",2011,"Brain, Behavior and Evolution","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Posterior Cerebrum","Group Size","Neuroanatomy","brain region relative","Groupsize","Inter","Unknown","r",56,4,"Inter_individual_level",-0.323,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper75","study77","es400","figure","99","8",NA,-0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145859370952909,NA,-0.33499294560134,0.137360563948689,0.0188679245283019
"Sakai et al","Brain Size and Social Complexity: A Computed Tomography Study in Hyaenidae",2011,"Brain, Behavior and Evolution","Michigan, USA","Mammalia","Carnivora","Multiple","Other","Mammalia","Cerebellum and brainstem","Group Size","Neuroanatomy","brain region relative","Groupsize","Inter","Unknown","r",56,4,"Inter_individual_level",-0.469,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper75","study77","es401","figure","99","8",NA,-0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110629243912909,NA,-0.508787577465969,0.137360563948689,0.0188679245283019
"Bond et al","Social complexity and transitive inference in corvids",2003,"Animal Behaviour","Nebraska, USA","Aves","Passeriformes","Multiple","Other","Aves","Transitive Inference","Sociality","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Wild Caught Captives","t",10,2,"Inter_individual_level",NA,"no",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,1,7,NA,NA,NA,NA,"BOTH",NA,NA,"paper96","study98","es552","text",NA,NA,NA,0.480604306953938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065710110176829,0.480604306953938,0.523769795953418,0.377964473009227,0.142857142857143
